Date ,DAY,MONTH,QUARTER,YEAR,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME,No of Trades
02-Nov-23,Thursday,November,Q4,2023,EQ,2247,2297.95,2204.2,2217.3,2214,2215.3,2247.07,4190,1017.45,2340997,127122
01-Nov-23,Wednesday,November,Q4,2023,EQ,2299,2312.25,2207,2294.65,2215.9,2217.3,2253.36,4190,1017.45,1666579,79883
31-Oct-23,Tuesday,October,Q4,2023,EQ,2320,2320,2276,2299.1,2297,2294.65,2294.76,4190,1017.45,1155280,52388
30-Oct-23,Monday,October,Q4,2023,EQ,2260.05,2305,2250,2261.7,2294.55,2299.1,2286.43,4190,1017.45,996448,53630
27-Oct-23,Friday,October,Q4,2023,EQ,2222,2275,2212,2203.2,2259.8,2261.7,2246.49,4190,1017.45,1244293,63625
26-Oct-23,Thursday,October,Q4,2023,EQ,2249,2249,2167.05,2257,2208,2203.2,2202.63,4190,1017.45,2226073,128777
25-Oct-23,Wednesday,October,Q4,2023,EQ,2320,2348.05,2235.3,2308.65,2261,2257,2287.32,4190,1017.45,1540819,79580
23-Oct-23,Monday,October,Q4,2023,EQ,2397.8,2412.35,2301.8,2393.75,2304.95,2308.65,2339.84,4190,1017.45,1483549,81837
20-Oct-23,Friday,October,Q4,2023,EQ,2398.05,2443.95,2382.05,2402.2,2395,2393.75,2403.46,4190,1017.45,1240350,56041
19-Oct-23,Thursday,October,Q4,2023,EQ,2400,2414.7,2382.55,2406.35,2403.55,2402.2,2399,4190,1017.45,1168822,67638
18-Oct-23,Wednesday,October,Q4,2023,EQ,2440,2441.75,2401.05,2428.4,2410,2406.35,2417.18,4190,1017.45,776977,40653
17-Oct-23,Tuesday,October,Q4,2023,EQ,2459.95,2462,2423.5,2429.35,2429.8,2428.4,2441.19,4190,1017.45,707543,39591
16-Oct-23,Monday,October,Q4,2023,EQ,2454.55,2464.7,2421.85,2454.55,2430,2429.35,2447.48,4190,1017.45,803856,42165
13-Oct-23,Friday,October,Q4,2023,EQ,2488.9,2495,2422.35,2506.35,2449,2454.55,2446.51,4190,1017.45,2278682,97378
12-Oct-23,Thursday,October,Q4,2023,EQ,2499.9,2521.75,2490.65,2488.6,2505.1,2506.35,2506.49,4190,1017.45,1804818,59299
11-Oct-23,Wednesday,October,Q4,2023,EQ,2533.9,2538,2482.5,2498.3,2497,2488.6,2512.68,4190,1017.45,1627836,56575
10-Oct-23,Tuesday,October,Q4,2023,EQ,2443,2517.95,2443,2442.6,2495,2498.3,2492.25,4190,1017.45,1771910,70051
09-Oct-23,Monday,October,Q4,2023,EQ,2440,2459.7,2411.3,2478.1,2440,2442.6,2435.04,4190,1017.45,1408224,59652
06-Oct-23,Friday,October,Q4,2023,EQ,2466.35,2514.95,2466.05,2466.35,2479.9,2478.1,2491.17,4190,1017.45,1510035,59609
05-Oct-23,Thursday,October,Q4,2023,EQ,2477.95,2486.5,2446.4,2464.95,2466,2466.35,2464.12,4190,1017.45,1132455,64651
04-Oct-23,Wednesday,October,Q4,2023,EQ,2402.2,2502.75,2392.25,2387.25,2464.3,2464.95,2451.95,4190,1017.45,2857377,124922
03-Oct-23,Tuesday,October,Q4,2023,EQ,2418,2424.9,2372,2413.9,2387.1,2387.25,2395.35,4190,1017.45,2019899,70447
29-Sep-23,Friday,September,Q3,2023,EQ,2462.05,2479.55,2405.05,2475.25,2416,2413.9,2430.24,4190,1017.45,1689201,81407
28-Sep-23,Thursday,September,Q3,2023,EQ,2489.95,2511,2446.7,2483.3,2477.1,2475.25,2478.59,4190,1017.45,2225560,75079
27-Sep-23,Wednesday,September,Q3,2023,EQ,2460,2498,2445.1,2457.95,2484,2483.3,2475.27,4190,1017.45,1077373,42234
26-Sep-23,Tuesday,September,Q3,2023,EQ,2491,2499,2452.6,2482.1,2458.5,2457.95,2474.46,4190,1017.45,698863,35719
25-Sep-23,Monday,September,Q3,2023,EQ,2479.95,2489,2424,2464.9,2484,2482.1,2460.35,4190,1017.45,1216898,62473
22-Sep-23,Friday,September,Q3,2023,EQ,2489.95,2498,2460,2479.25,2462,2464.9,2474.07,4190,1017.45,865589,44391
21-Sep-23,Thursday,September,Q3,2023,EQ,2479.8,2503.8,2461,2470.3,2481,2479.25,2482.4,4190,1017.45,1279908,72931
20-Sep-23,Wednesday,September,Q3,2023,EQ,2502.4,2533.65,2458.9,2502.45,2470.4,2470.3,2489.13,4190,1017.45,1203019,53694
18-Sep-23,Monday,September,Q3,2023,EQ,2552,2555,2491,2540.05,2503,2502.45,2521.46,4190,1017.45,861677,41768
15-Sep-23,Friday,September,Q3,2023,EQ,2519.8,2558,2514.2,2519.8,2537.9,2540.05,2539.2,4190,1017.45,1547001,59448
14-Sep-23,Thursday,September,Q3,2023,EQ,2541.85,2545,2506.05,2518.9,2516,2519.8,2524.05,4190,1017.45,1218481,66834
13-Sep-23,Wednesday,September,Q3,2023,EQ,2545.7,2566.95,2496,2535.7,2525,2518.9,2528.52,4190,1017.45,1780068,64129
12-Sep-23,Tuesday,September,Q3,2023,EQ,2622.45,2626.6,2530,2614.95,2532.05,2535.7,2555.52,4190,1017.45,5658774,147400
11-Sep-23,Monday,September,Q3,2023,EQ,2565,2630.25,2546,2519.3,2612,2614.95,2581.13,4190,1017.45,9148241,181137
08-Sep-23,Friday,September,Q3,2023,EQ,2513.8,2538.6,2506.1,2509.5,2519,2519.3,2526.49,4190,1017.45,5640973,91658
07-Sep-23,Thursday,September,Q3,2023,EQ,2498,2520,2485,2496.5,2506,2509.5,2506,4190,1017.45,4298988,65954
06-Sep-23,Wednesday,September,Q3,2023,EQ,2494.05,2504,2471,2494.05,2489.45,2496.5,2493.74,4190,1017.45,7416248,129014
05-Sep-23,Tuesday,September,Q3,2023,EQ,2482,2501.4,2464,2470.6,2488,2494.05,2488.19,4190,1017.45,6489319,124950
04-Sep-23,Monday,September,Q3,2023,EQ,2454,2480,2450.05,2450.05,2470.5,2470.6,2470.54,4190,1017.45,5998454,104932
01-Sep-23,Friday,September,Q3,2023,EQ,2381,2465.55,2380,2419.25,2449.9,2450.05,2441.84,4190,1017.45,6764397,169694
31-Aug-23,Thursday,August,Q3,2023,EQ,2449.95,2489.95,2383.75,2513.1,2425,2419.25,2437.26,4190,1017.45,6230369,209189
30-Aug-23,Wednesday,August,Q3,2023,EQ,2517,2543,2492.4,2506.45,2510,2513.1,2525.87,4190,1017.45,6484593,116612
29-Aug-23,Tuesday,August,Q3,2023,EQ,2472.1,2536.65,2445,2472.45,2507.6,2506.45,2503.76,4190,1017.45,4802150,164344
28-Aug-23,Monday,August,Q3,2023,EQ,2550,2582,2455.65,2495.75,2473.95,2472.45,2499.94,4190,1017.45,4457038,147610
25-Aug-23,Friday,August,Q3,2023,EQ,2549,2549,2486,2539.55,2490,2495.75,2511.47,4190,1017.45,2808721,102176
24-Aug-23,Thursday,August,Q3,2023,EQ,2580,2613,2531.1,2530.3,2542.2,2539.55,2574.82,4190,1017.45,4558367,157473
23-Aug-23,Wednesday,August,Q3,2023,EQ,2720,2722.4,2488.85,2698.05,2539,2530.3,2603.2,4190,1017.45,5251316,189702
22-Aug-23,Tuesday,August,Q3,2023,EQ,2668.85,2721,2654.1,2639.75,2694.9,2698.05,2696.4,4190,1017.45,10291468,216090
21-Aug-23,Monday,August,Q3,2023,EQ,2588,2655,2580.5,2577.4,2637,2639.75,2630.61,4190,1017.45,10479200,216694
18-Aug-23,Friday,August,Q3,2023,EQ,2477.5,2665.95,2461.3,2479.7,2570.95,2577.4,2562.98,4190,1017.45,14679923,344747
17-Aug-23,Thursday,August,Q3,2023,EQ,2454.95,2487.2,2442.05,2445.1,2477.5,2479.7,2462.66,4190,1017.45,7769452,134500
16-Aug-23,Wednesday,August,Q3,2023,EQ,2450,2465,2420,2456,2442,2445.1,2450.99,4190,1017.45,7084828,130359
14-Aug-23,Monday,August,Q3,2023,EQ,2480,2484.95,2400.05,2539.5,2446.95,2456,2450.44,4190,1017.45,9786919,250812
11-Aug-23,Friday,August,Q3,2023,EQ,2550.05,2568.15,2518.2,2552.4,2538,2539.5,2552.42,4190,1017.45,7157372,153795
10-Aug-23,Thursday,August,Q3,2023,EQ,2510,2577.5,2510,2507.1,2549,2552.4,2549.54,4190,1017.45,8140756,186434
